,,Raigarh,India,21.70N,83.94E
1972-06-01,33.061,0.375,Raigarh,India,21.70N,83.94E
1972-07-01,28.493000000000002,0.40399999999999997,Raigarh,India,21.70N,83.94E
1972-08-01,27.383000000000003,0.529,Raigarh,India,21.70N,83.94E
1972-09-01,27.485,0.304,Raigarh,India,21.70N,83.94E
1972-10-01,25.956,0.44799999999999995,Raigarh,India,21.70N,83.94E
1972-11-01,22.954,0.451,Raigarh,India,21.70N,83.94E
1972-12-01,20.927,0.518,Raigarh,India,21.70N,83.94E
1973-01-01,21.655,0.435,Raigarh,India,21.70N,83.94E
1973-02-01,24.500999999999998,0.214,Raigarh,India,21.70N,83.94E
1973-03-01,27.798000000000002,0.5870000000000001,Raigarh,India,21.70N,83.94E
1973-04-01,33.146,0.486,Raigarh,India,21.70N,83.94E
1973-05-01,34.284,0.506,Raigarh,India,21.70N,83.94E
1973-06-01,31.745,0.33799999999999997,Raigarh,India,21.70N,83.94E
1973-07-01,27.478,0.5579999999999999,Raigarh,India,21.70N,83.94E
1973-08-01,27.213,0.303,Raigarh,India,21.70N,83.94E
1973-09-01,27.27,0.507,Raigarh,India,21.70N,83.94E
1973-10-01,25.776,0.53,Raigarh,India,21.70N,83.94E
1973-11-01,22.131999999999998,0.349,Raigarh,India,21.70N,83.94E
1973-12-01,19.019000000000002,0.335,Raigarh,India,21.70N,83.94E
1974-01-01,19.695,0.672,Raigarh,India,21.70N,83.94E
1974-02-01,23.081999999999997,0.545,Raigarh,India,21.70N,83.94E
1974-03-01,28.559,0.45899999999999996,Raigarh,India,21.70N,83.94E
1974-04-01,32.434,0.265,Raigarh,India,21.70N,83.94E
1974-05-01,33.485,0.342,Raigarh,India,21.70N,83.94E
1974-06-01,31.752,0.561,Raigarh,India,21.70N,83.94E
1974-07-01,27.526999999999997,0.222,Raigarh,India,21.70N,83.94E
1974-08-01,27.313,0.389,Raigarh,India,21.70N,83.94E
1974-09-01,27.97,0.295,Raigarh,India,21.70N,83.94E
1974-10-01,26.983,0.27899999999999997,Raigarh,India,21.70N,83.94E
1974-11-01,22.75,0.43799999999999994,Raigarh,India,21.70N,83.94E
1974-12-01,19.034000000000002,0.32,Raigarh,India,21.70N,83.94E
1975-01-01,19.156,0.33399999999999996,Raigarh,India,21.70N,83.94E
1975-02-01,23.179000000000002,0.305,Raigarh,India,21.70N,83.94E
1975-03-01,27.669,0.303,Raigarh,India,21.70N,83.94E
1975-04-01,32.037,0.6709999999999999,Raigarh,India,21.70N,83.94E
1975-05-01,34.805,0.375,Raigarh,India,21.70N,83.94E
1975-06-01,31.611,0.336,Raigarh,India,21.70N,83.94E
1975-07-01,27.158,0.551,Raigarh,India,21.70N,83.94E
1975-08-01,26.986,0.5760000000000001,Raigarh,India,21.70N,83.94E
1975-09-01,27.273000000000003,0.452,Raigarh,India,21.70N,83.94E
1975-10-01,27.139,0.353,Raigarh,India,21.70N,83.94E
1975-11-01,21.129,0.146,Raigarh,India,21.70N,83.94E
1975-12-01,18.639,0.385,Raigarh,India,21.70N,83.94E
1976-01-01,19.322,0.598,Raigarh,India,21.70N,83.94E
1976-02-01,23.348000000000003,0.297,Raigarh,India,21.70N,83.94E
1976-03-01,27.847,0.5,Raigarh,India,21.70N,83.94E
1976-04-01,30.910999999999998,0.511,Raigarh,India,21.70N,83.94E
1976-05-01,33.478,0.6779999999999999,Raigarh,India,21.70N,83.94E
1976-06-01,31.425,0.414,Raigarh,India,21.70N,83.94E
1976-07-01,27.347,0.379,Raigarh,India,21.70N,83.94E
1976-08-01,26.958,0.43200000000000005,Raigarh,India,21.70N,83.94E
1976-09-01,27.377,0.511,Raigarh,India,21.70N,83.94E
1976-10-01,27.055,0.524,Raigarh,India,21.70N,83.94E
1976-11-01,25.467,0.6709999999999999,Raigarh,India,21.70N,83.94E
1976-12-01,21.023000000000003,0.569,Raigarh,India,21.70N,83.94E
1977-01-01,20.392,0.495,Raigarh,India,21.70N,83.94E
1977-02-01,23.625,0.5710000000000001,Raigarh,India,21.70N,83.94E
1977-03-01,29.273000000000003,0.765,Raigarh,India,21.70N,83.94E
1977-04-01,30.866999999999997,0.312,Raigarh,India,21.70N,83.94E
1977-05-01,31.691999999999997,0.37799999999999995,Raigarh,India,21.70N,83.94E
1977-06-01,30.861,0.375,Raigarh,India,21.70N,83.94E
1977-07-01,27.326,0.371,Raigarh,India,21.70N,83.94E
1977-08-01,27.075,0.275,Raigarh,India,21.70N,83.94E
1977-09-01,27.349,0.243,Raigarh,India,21.70N,83.94E
1977-10-01,26.699,0.518,Raigarh,India,21.70N,83.94E
1977-11-01,24.340999999999998,0.348,Raigarh,India,21.70N,83.94E
1977-12-01,19.734,0.278,Raigarh,India,21.70N,83.94E
1978-01-01,19.101,0.387,Raigarh,India,21.70N,83.94E
1978-02-01,22.381,0.292,Raigarh,India,21.70N,83.94E
1978-03-01,26.248,0.316,Raigarh,India,21.70N,83.94E
1978-04-01,31.362,0.452,Raigarh,India,21.70N,83.94E
1978-05-01,34.835,0.226,Raigarh,India,21.70N,83.94E
1978-06-01,30.700000000000006,0.384,Raigarh,India,21.70N,83.94E
1978-07-01,27.433000000000003,0.662,Raigarh,India,21.70N,83.94E
1978-08-01,26.773000000000003,0.38299999999999995,Raigarh,India,21.70N,83.94E
1978-09-01,26.991,0.8809999999999999,Raigarh,India,21.70N,83.94E
1978-10-01,25.866999999999997,0.377,Raigarh,India,21.70N,83.94E
1978-11-01,24.06,0.462,Raigarh,India,21.70N,83.94E
1978-12-01,19.093,0.317,Raigarh,India,21.70N,83.94E
1979-01-01,20.901,0.408,Raigarh,India,21.70N,83.94E
1979-02-01,22.064,0.509,Raigarh,India,21.70N,83.94E
1979-03-01,27.306,0.354,Raigarh,India,21.70N,83.94E
1979-04-01,31.945999999999998,0.8109999999999999,Raigarh,India,21.70N,83.94E
1979-05-01,34.176,0.787,Raigarh,India,21.70N,83.94E
1979-06-01,32.286,0.284,Raigarh,India,21.70N,83.94E
1979-07-01,28.21,0.469,Raigarh,India,21.70N,83.94E
1979-08-01,27.845,0.306,Raigarh,India,21.70N,83.94E
1979-09-01,28.048000000000002,0.5820000000000001,Raigarh,India,21.70N,83.94E
1979-10-01,27.511999999999997,0.40399999999999997,Raigarh,India,21.70N,83.94E
1979-11-01,25.788,0.501,Raigarh,India,21.70N,83.94E
1979-12-01,20.57,0.486,Raigarh,India,21.70N,83.94E
1980-01-01,21.42,0.21899999999999997,Raigarh,India,21.70N,83.94E
1980-02-01,24.456999999999997,0.237,Raigarh,India,21.70N,83.94E
1980-03-01,28.37,0.39399999999999996,Raigarh,India,21.70N,83.94E
1980-04-01,32.912,0.484,Raigarh,India,21.70N,83.94E
1980-05-01,34.868,0.972,Raigarh,India,21.70N,83.94E
1980-06-01,29.733,0.499,Raigarh,India,21.70N,83.94E
1980-07-01,27.406999999999996,0.292,Raigarh,India,21.70N,83.94E
1980-08-01,27.193,0.495,Raigarh,India,21.70N,83.94E
1980-09-01,27.684,0.255,Raigarh,India,21.70N,83.94E
1980-10-01,26.52,0.396,Raigarh,India,21.70N,83.94E
1980-11-01,23.105,0.68,Raigarh,India,21.70N,83.94E
1980-12-01,20.202,0.373,Raigarh,India,21.70N,83.94E
1981-01-01,19.669,0.625,Raigarh,India,21.70N,83.94E
1981-02-01,23.8,0.386,Raigarh,India,21.70N,83.94E
1981-03-01,26.866,0.409,Raigarh,India,21.70N,83.94E
1981-04-01,31.248,0.581,Raigarh,India,21.70N,83.94E
1981-05-01,32.679,0.294,Raigarh,India,21.70N,83.94E
1981-06-01,31.662000000000006,0.331,Raigarh,India,21.70N,83.94E
1981-07-01,27.433000000000003,0.365,Raigarh,India,21.70N,83.94E
1981-08-01,27.499,0.231,Raigarh,India,21.70N,83.94E
1981-09-01,27.561,0.26,Raigarh,India,21.70N,83.94E
1981-10-01,26.441999999999997,0.35,Raigarh,India,21.70N,83.94E
1981-11-01,22.540000000000006,0.36,Raigarh,India,21.70N,83.94E
1981-12-01,19.452,0.41,Raigarh,India,21.70N,83.94E
1982-01-01,21.464000000000002,0.193,Raigarh,India,21.70N,83.94E
1982-02-01,23.235,0.249,Raigarh,India,21.70N,83.94E
1982-03-01,26.651,0.47,Raigarh,India,21.70N,83.94E
1982-04-01,31.465999999999998,0.5589999999999999,Raigarh,India,21.70N,83.94E
1982-05-01,33.063,0.265,Raigarh,India,21.70N,83.94E
1982-06-01,31.265,0.425,Raigarh,India,21.70N,83.94E
1982-07-01,29.279,0.501,Raigarh,India,21.70N,83.94E
1982-08-01,26.822,0.153,Raigarh,India,21.70N,83.94E
1982-09-01,28.023000000000003,0.261,Raigarh,India,21.70N,83.94E
1982-10-01,26.706999999999997,0.21600000000000003,Raigarh,India,21.70N,83.94E
1982-11-01,23.383000000000006,0.436,Raigarh,India,21.70N,83.94E
1982-12-01,20.795,0.45899999999999996,Raigarh,India,21.70N,83.94E
1983-01-01,20.114,0.309,Raigarh,India,21.70N,83.94E
1983-02-01,22.624000000000002,0.478,Raigarh,India,21.70N,83.94E
1983-03-01,27.983,0.436,Raigarh,India,21.70N,83.94E
1983-04-01,30.919,0.506,Raigarh,India,21.70N,83.94E
1983-05-01,32.921,0.598,Raigarh,India,21.70N,83.94E
1983-06-01,32.641000000000005,0.7170000000000001,Raigarh,India,21.70N,83.94E
1983-07-01,28.245,0.441,Raigarh,India,21.70N,83.94E
1983-08-01,27.639,0.314,Raigarh,India,21.70N,83.94E
1983-09-01,27.796,0.314,Raigarh,India,21.70N,83.94E
1983-10-01,25.733,0.19399999999999998,Raigarh,India,21.70N,83.94E
1983-11-01,21.925,0.36200000000000004,Raigarh,India,21.70N,83.94E
1983-12-01,19.361,0.32299999999999995,Raigarh,India,21.70N,83.94E
1984-01-01,20.426,0.231,Raigarh,India,21.70N,83.94E
1984-02-01,22.145,0.48,Raigarh,India,21.70N,83.94E
1984-03-01,28.013,0.255,Raigarh,India,21.70N,83.94E
1984-04-01,31.791999999999998,0.44299999999999995,Raigarh,India,21.70N,83.94E
1984-05-01,34.933,0.602,Raigarh,India,21.70N,83.94E
1984-06-01,29.97,1.085,Raigarh,India,21.70N,83.94E
1984-07-01,27.495,0.341,Raigarh,India,21.70N,83.94E
1984-08-01,26.908,0.494,Raigarh,India,21.70N,83.94E
1984-09-01,27.394000000000002,0.267,Raigarh,India,21.70N,83.94E
1984-10-01,26.546,0.233,Raigarh,India,21.70N,83.94E
1984-11-01,21.785999999999998,0.542,Raigarh,India,21.70N,83.94E
1984-12-01,20.538,1.575,Raigarh,India,21.70N,83.94E
1985-01-01,21.27,0.308,Raigarh,India,21.70N,83.94E
1985-02-01,23.033,0.397,Raigarh,India,21.70N,83.94E
1985-03-01,29.328000000000003,0.838,Raigarh,India,21.70N,83.94E
1985-04-01,32.394,0.39399999999999996,Raigarh,India,21.70N,83.94E
1985-05-01,33.882,0.24100000000000002,Raigarh,India,21.70N,83.94E
1985-06-01,31.520000000000003,0.515,Raigarh,India,21.70N,83.94E
1985-07-01,27.078000000000003,0.22399999999999998,Raigarh,India,21.70N,83.94E
1985-08-01,27.109,0.355,Raigarh,India,21.70N,83.94E
1985-09-01,27.472,0.45,Raigarh,India,21.70N,83.94E
1985-10-01,25.419,0.413,Raigarh,India,21.70N,83.94E
1985-11-01,22.578000000000003,0.368,Raigarh,India,21.70N,83.94E
1985-12-01,20.846999999999998,0.375,Raigarh,India,21.70N,83.94E
1986-01-01,19.698,0.6759999999999999,Raigarh,India,21.70N,83.94E
1986-02-01,22.948,0.235,Raigarh,India,21.70N,83.94E
1986-03-01,27.682,0.271,Raigarh,India,21.70N,83.94E
1986-04-01,31.511,0.423,Raigarh,India,21.70N,83.94E
1986-05-01,32.615,0.14400000000000002,Raigarh,India,21.70N,83.94E
1986-06-01,31.445,0.551,Raigarh,India,21.70N,83.94E
1986-07-01,27.557,0.341,Raigarh,India,21.70N,83.94E
1986-08-01,27.548,0.506,Raigarh,India,21.70N,83.94E
1986-09-01,28.321,0.535,Raigarh,India,21.70N,83.94E
1986-10-01,26.197,0.542,Raigarh,India,21.70N,83.94E
1986-11-01,23.627,0.5489999999999999,Raigarh,India,21.70N,83.94E
1986-12-01,20.718000000000004,0.419,Raigarh,India,21.70N,83.94E
1987-01-01,19.917,0.557,Raigarh,India,21.70N,83.94E
1987-02-01,23.365,0.899,Raigarh,India,21.70N,83.94E
1987-03-01,27.736,0.642,Raigarh,India,21.70N,83.94E
1987-04-01,31.549,0.29100000000000004,Raigarh,India,21.70N,83.94E
1987-05-01,33.402,1.225,Raigarh,India,21.70N,83.94E
1987-06-01,33.124,0.647,Raigarh,India,21.70N,83.94E
1987-07-01,28.153000000000002,0.375,Raigarh,India,21.70N,83.94E
1987-08-01,28.246,0.597,Raigarh,India,21.70N,83.94E
1987-09-01,28.37,0.5429999999999999,Raigarh,India,21.70N,83.94E
1987-10-01,26.656,0.354,Raigarh,India,21.70N,83.94E
1987-11-01,23.03,0.348,Raigarh,India,21.70N,83.94E
1987-12-01,19.915,0.7829999999999999,Raigarh,India,21.70N,83.94E
1988-01-01,20.765,0.418,Raigarh,India,21.70N,83.94E
1988-02-01,23.879,0.465,Raigarh,India,21.70N,83.94E
1988-03-01,27.983,0.8059999999999999,Raigarh,India,21.70N,83.94E
1988-04-01,31.523000000000003,0.321,Raigarh,India,21.70N,83.94E
1988-05-01,34.678000000000004,0.41100000000000003,Raigarh,India,21.70N,83.94E
1988-06-01,30.840999999999998,0.387,Raigarh,India,21.70N,83.94E
1988-07-01,27.914,0.33399999999999996,Raigarh,India,21.70N,83.94E
1988-08-01,28.052,0.27899999999999997,Raigarh,India,21.70N,83.94E
1988-09-01,28.37,0.32899999999999996,Raigarh,India,21.70N,83.94E
1988-10-01,26.234,0.185,Raigarh,India,21.70N,83.94E
1988-11-01,23.178,0.9790000000000001,Raigarh,India,21.70N,83.94E
1988-12-01,20.79,0.4,Raigarh,India,21.70N,83.94E
1989-01-01,19.629,0.418,Raigarh,India,21.70N,83.94E
1989-02-01,23.441999999999997,0.433,Raigarh,India,21.70N,83.94E
1989-03-01,27.604,0.313,Raigarh,India,21.70N,83.94E
1989-04-01,31.996,0.353,Raigarh,India,21.70N,83.94E
1989-05-01,34.439,0.6890000000000001,Raigarh,India,21.70N,83.94E
1989-06-01,30.288,0.433,Raigarh,India,21.70N,83.94E
1989-07-01,28.061,0.387,Raigarh,India,21.70N,83.94E
1989-08-01,27.468000000000004,0.292,Raigarh,India,21.70N,83.94E
1989-09-01,27.845,0.292,Raigarh,India,21.70N,83.94E
1989-10-01,26.828000000000003,0.836,Raigarh,India,21.70N,83.94E
1989-11-01,23.329,0.225,Raigarh,India,21.70N,83.94E
1989-12-01,19.407,0.134,Raigarh,India,21.70N,83.94E
1990-01-01,21.716,0.35600000000000004,Raigarh,India,21.70N,83.94E
1990-02-01,23.824,0.759,Raigarh,India,21.70N,83.94E
1990-03-01,26.208000000000002,0.484,Raigarh,India,21.70N,83.94E
1990-04-01,30.899,0.272,Raigarh,India,21.70N,83.94E
1990-05-01,31.113000000000003,0.6559999999999999,Raigarh,India,21.70N,83.94E
1990-06-01,30.295,0.408,Raigarh,India,21.70N,83.94E
1990-07-01,26.906999999999996,0.298,Raigarh,India,21.70N,83.94E
1990-08-01,27.807,0.37,Raigarh,India,21.70N,83.94E
1990-09-01,27.787,0.324,Raigarh,India,21.70N,83.94E
1990-10-01,25.388,0.488,Raigarh,India,21.70N,83.94E
1990-11-01,23.413,0.563,Raigarh,India,21.70N,83.94E
1990-12-01,20.105999999999998,0.49700000000000005,Raigarh,India,21.70N,83.94E
1991-01-01,19.85,0.6759999999999999,Raigarh,India,21.70N,83.94E
1991-02-01,24.824,0.344,Raigarh,India,21.70N,83.94E
1991-03-01,28.13,0.467,Raigarh,India,21.70N,83.94E
1991-04-01,31.441999999999997,0.539,Raigarh,India,21.70N,83.94E
1991-05-01,34.501,0.682,Raigarh,India,21.70N,83.94E
1991-06-01,30.528,0.33899999999999997,Raigarh,India,21.70N,83.94E
1991-07-01,28.371,0.537,Raigarh,India,21.70N,83.94E
1991-08-01,27.018,0.37200000000000005,Raigarh,India,21.70N,83.94E
1991-09-01,28.045,0.22899999999999998,Raigarh,India,21.70N,83.94E
1991-10-01,26.096999999999998,0.172,Raigarh,India,21.70N,83.94E
1991-11-01,21.980999999999998,0.319,Raigarh,India,21.70N,83.94E
1991-12-01,19.340999999999998,0.36700000000000005,Raigarh,India,21.70N,83.94E
1992-01-01,19.455,0.392,Raigarh,India,21.70N,83.94E
1992-02-01,22.331999999999997,0.311,Raigarh,India,21.70N,83.94E
1992-03-01,28.43,0.539,Raigarh,India,21.70N,83.94E
1992-04-01,31.518,0.629,Raigarh,India,21.70N,83.94E
1992-05-01,33.119,0.591,Raigarh,India,21.70N,83.94E
1992-06-01,31.767000000000003,0.369,Raigarh,India,21.70N,83.94E
1992-07-01,28.362,0.299,Raigarh,India,21.70N,83.94E
1992-08-01,27.184,0.128,Raigarh,India,21.70N,83.94E
1992-09-01,27.781,0.182,Raigarh,India,21.70N,83.94E
1992-10-01,26.616999999999997,0.40700000000000003,Raigarh,India,21.70N,83.94E
1992-11-01,23.375999999999998,0.375,Raigarh,India,21.70N,83.94E
1992-12-01,19.628,0.46799999999999997,Raigarh,India,21.70N,83.94E
1993-01-01,20.921,0.32899999999999996,Raigarh,India,21.70N,83.94E
1993-02-01,23.489,0.424,Raigarh,India,21.70N,83.94E
1993-03-01,27.244,0.521,Raigarh,India,21.70N,83.94E
1993-04-01,31.108,0.508,Raigarh,India,21.70N,83.94E
1993-05-01,34.056000000000004,0.446,Raigarh,India,21.70N,83.94E
1993-06-01,30.971,0.7440000000000001,Raigarh,India,21.70N,83.94E
1993-07-01,28.391,0.171,Raigarh,India,21.70N,83.94E
1993-08-01,27.488000000000003,0.215,Raigarh,India,21.70N,83.94E
1993-09-01,27.324,0.297,Raigarh,India,21.70N,83.94E
1993-10-01,26.734,0.49700000000000005,Raigarh,India,21.70N,83.94E
1993-11-01,23.076,0.557,Raigarh,India,21.70N,83.94E
1993-12-01,19.239,0.474,Raigarh,India,21.70N,83.94E
1994-01-01,21.111,0.331,Raigarh,India,21.70N,83.94E
1994-02-01,22.985,0.439,Raigarh,India,21.70N,83.94E
1994-03-01,29.111,0.617,Raigarh,India,21.70N,83.94E
1994-04-01,30.885,0.341,Raigarh,India,21.70N,83.94E
1994-05-01,34.544000000000004,0.431,Raigarh,India,21.70N,83.94E
1994-06-01,30.188,0.49,Raigarh,India,21.70N,83.94E
1994-07-01,27.078000000000003,0.17800000000000002,Raigarh,India,21.70N,83.94E
1994-08-01,27.177,0.563,Raigarh,India,21.70N,83.94E
1994-09-01,27.678,0.359,Raigarh,India,21.70N,83.94E
1994-10-01,26.654,0.255,Raigarh,India,21.70N,83.94E
1994-11-01,23.055,0.6,Raigarh,India,21.70N,83.94E
1994-12-01,19.515,0.493,Raigarh,India,21.70N,83.94E
1995-01-01,18.82,0.449,Raigarh,India,21.70N,83.94E
1995-02-01,23.129,0.365,Raigarh,India,21.70N,83.94E
1995-03-01,26.821,0.382,Raigarh,India,21.70N,83.94E
1995-04-01,31.235,0.667,Raigarh,India,21.70N,83.94E
1995-05-01,32.521,0.49200000000000005,Raigarh,India,21.70N,83.94E
1995-06-01,32.836999999999996,0.907,Raigarh,India,21.70N,83.94E
1995-07-01,28.031999999999996,0.348,Raigarh,India,21.70N,83.94E
1995-08-01,27.774,0.248,Raigarh,India,21.70N,83.94E
1995-09-01,28.048000000000002,0.353,Raigarh,India,21.70N,83.94E
1995-10-01,26.281,0.353,Raigarh,India,21.70N,83.94E
1995-11-01,22.878,0.516,Raigarh,India,21.70N,83.94E
1995-12-01,20.666,0.439,Raigarh,India,21.70N,83.94E
1996-01-01,21.22,0.36700000000000005,Raigarh,India,21.70N,83.94E
1996-02-01,23.045,0.331,Raigarh,India,21.70N,83.94E
1996-03-01,28.546,0.247,Raigarh,India,21.70N,83.94E
1996-04-01,31.581999999999997,0.49200000000000005,Raigarh,India,21.70N,83.94E
1996-05-01,34.856,0.503,Raigarh,India,21.70N,83.94E
1996-06-01,30.677000000000003,0.418,Raigarh,India,21.70N,83.94E
1996-07-01,28.176,0.243,Raigarh,India,21.70N,83.94E
1996-08-01,27.281999999999996,0.53,Raigarh,India,21.70N,83.94E
1996-09-01,28.589000000000002,0.32,Raigarh,India,21.70N,83.94E
1996-10-01,26.241,0.191,Raigarh,India,21.70N,83.94E
1996-11-01,23.115,0.359,Raigarh,India,21.70N,83.94E
1996-12-01,19.184,0.47,Raigarh,India,21.70N,83.94E
1997-01-01,19.132,0.48700000000000004,Raigarh,India,21.70N,83.94E
1997-02-01,22.499000000000002,0.163,Raigarh,India,21.70N,83.94E
1997-03-01,28.43,1.244,Raigarh,India,21.70N,83.94E
1997-04-01,29.641,1.263,Raigarh,India,21.70N,83.94E
1997-05-01,33.289,0.42700000000000005,Raigarh,India,21.70N,83.94E
1997-06-01,32.036,0.619,Raigarh,India,21.70N,83.94E
1997-07-01,27.858,0.303,Raigarh,India,21.70N,83.94E
1997-08-01,27.509,0.33,Raigarh,India,21.70N,83.94E
1997-09-01,27.838,0.297,Raigarh,India,21.70N,83.94E
1997-10-01,26.093000000000004,0.425,Raigarh,India,21.70N,83.94E
1997-11-01,24.605,0.414,Raigarh,India,21.70N,83.94E
1997-12-01,20.818,0.494,Raigarh,India,21.70N,83.94E
1998-01-01,20.334,0.588,Raigarh,India,21.70N,83.94E
1998-02-01,23.356,0.45299999999999996,Raigarh,India,21.70N,83.94E
1998-03-01,25.887,0.27,Raigarh,India,21.70N,83.94E
1998-04-01,31.291999999999998,0.684,Raigarh,India,21.70N,83.94E
1998-05-01,34.574,0.972,Raigarh,India,21.70N,83.94E
1998-06-01,32.569,0.35100000000000003,Raigarh,India,21.70N,83.94E
1998-07-01,28.46,0.20800000000000002,Raigarh,India,21.70N,83.94E
1998-08-01,28.134,0.25,Raigarh,India,21.70N,83.94E
1998-09-01,28.129,0.243,Raigarh,India,21.70N,83.94E
1998-10-01,27.371,0.282,Raigarh,India,21.70N,83.94E
1998-11-01,24.087,0.59,Raigarh,India,21.70N,83.94E
1998-12-01,19.396,0.695,Raigarh,India,21.70N,83.94E
1999-01-01,19.256,0.7020000000000001,Raigarh,India,21.70N,83.94E
1999-02-01,24.481,0.239,Raigarh,India,21.70N,83.94E
1999-03-01,29.43,0.213,Raigarh,India,21.70N,83.94E
1999-04-01,33.356,0.377,Raigarh,India,21.70N,83.94E
1999-05-01,32.845,0.271,Raigarh,India,21.70N,83.94E
1999-06-01,30.188,0.318,Raigarh,India,21.70N,83.94E
1999-07-01,27.897,0.285,Raigarh,India,21.70N,83.94E
1999-08-01,27.326,0.161,Raigarh,India,21.70N,83.94E
1999-09-01,27.349,0.408,Raigarh,India,21.70N,83.94E
1999-10-01,26.55,0.337,Raigarh,India,21.70N,83.94E
1999-11-01,23.189,0.45899999999999996,Raigarh,India,21.70N,83.94E
1999-12-01,20.028,0.53,Raigarh,India,21.70N,83.94E
2000-01-01,20.711,0.433,Raigarh,India,21.70N,83.94E
2000-02-01,22.636,0.47600000000000003,Raigarh,India,21.70N,83.94E
2000-03-01,27.738000000000003,0.515,Raigarh,India,21.70N,83.94E
2000-04-01,32.708,0.564,Raigarh,India,21.70N,83.94E
2000-05-01,33.309000000000005,0.659,Raigarh,India,21.70N,83.94E
2000-06-01,29.676,0.33,Raigarh,India,21.70N,83.94E
2000-07-01,28.061,0.413,Raigarh,India,21.70N,83.94E
2000-08-01,27.974,0.264,Raigarh,India,21.70N,83.94E
2000-09-01,27.867,0.23399999999999999,Raigarh,India,21.70N,83.94E
2000-10-01,27.2,0.289,Raigarh,India,21.70N,83.94E
2000-11-01,23.749,0.526,Raigarh,India,21.70N,83.94E
2000-12-01,19.597,0.332,Raigarh,India,21.70N,83.94E
2001-01-01,19.877,0.257,Raigarh,India,21.70N,83.94E
2001-02-01,24.237,0.36700000000000005,Raigarh,India,21.70N,83.94E
2001-03-01,27.648000000000003,0.368,Raigarh,India,21.70N,83.94E
2001-04-01,31.105,0.298,Raigarh,India,21.70N,83.94E
2001-05-01,33.812,0.42200000000000004,Raigarh,India,21.70N,83.94E
2001-06-01,28.838,0.408,Raigarh,India,21.70N,83.94E
2001-07-01,27.39,0.22899999999999998,Raigarh,India,21.70N,83.94E
2001-08-01,27.839,0.203,Raigarh,India,21.70N,83.94E
2001-09-01,28.509,0.395,Raigarh,India,21.70N,83.94E
2001-10-01,27.019,0.359,Raigarh,India,21.70N,83.94E
2001-11-01,24.301,0.42,Raigarh,India,21.70N,83.94E
2001-12-01,20.528000000000002,0.5479999999999999,Raigarh,India,21.70N,83.94E
2002-01-01,20.414,0.381,Raigarh,India,21.70N,83.94E
2002-02-01,23.874000000000002,0.701,Raigarh,India,21.70N,83.94E
2002-03-01,28.366,0.49700000000000005,Raigarh,India,21.70N,83.94E
2002-04-01,32.255,0.499,Raigarh,India,21.70N,83.94E
2002-05-01,34.409,0.648,Raigarh,India,21.70N,83.94E
2002-06-01,31.235000000000007,0.8370000000000001,Raigarh,India,21.70N,83.94E
2002-07-01,29.754,0.215,Raigarh,India,21.70N,83.94E
2002-08-01,27.271,0.39399999999999996,Raigarh,India,21.70N,83.94E
2002-09-01,27.635,0.45399999999999996,Raigarh,India,21.70N,83.94E
2002-10-01,26.701,0.491,Raigarh,India,21.70N,83.94E
2002-11-01,22.803,0.462,Raigarh,India,21.70N,83.94E
2002-12-01,20.933000000000003,0.55,Raigarh,India,21.70N,83.94E
2003-01-01,19.671,0.45899999999999996,Raigarh,India,21.70N,83.94E
2003-02-01,24.078000000000003,0.29600000000000004,Raigarh,India,21.70N,83.94E
2003-03-01,27.074,0.374,Raigarh,India,21.70N,83.94E
2003-04-01,32.204,0.541,Raigarh,India,21.70N,83.94E
2003-05-01,34.668,0.226,Raigarh,India,21.70N,83.94E
2003-06-01,32.744,0.672,Raigarh,India,21.70N,83.94E
2003-07-01,28.1,0.344,Raigarh,India,21.70N,83.94E
2003-08-01,27.659000000000002,0.249,Raigarh,India,21.70N,83.94E
2003-09-01,27.323,0.555,Raigarh,India,21.70N,83.94E
2003-10-01,26.05,0.365,Raigarh,India,21.70N,83.94E
2003-11-01,22.923,0.405,Raigarh,India,21.70N,83.94E
2003-12-01,19.664,0.29,Raigarh,India,21.70N,83.94E
2004-01-01,19.791,0.262,Raigarh,India,21.70N,83.94E
2004-02-01,22.699,0.361,Raigarh,India,21.70N,83.94E
2004-03-01,29.034000000000002,0.47,Raigarh,India,21.70N,83.94E
2004-04-01,31.634,0.478,Raigarh,India,21.70N,83.94E
2004-05-01,34.035000000000004,0.284,Raigarh,India,21.70N,83.94E
2004-06-01,30.565,0.528,Raigarh,India,21.70N,83.94E
2004-07-01,27.739,0.47,Raigarh,India,21.70N,83.94E
2004-08-01,27.226999999999997,0.381,Raigarh,India,21.70N,83.94E
2004-09-01,28.081,0.19899999999999998,Raigarh,India,21.70N,83.94E
2004-10-01,25.518,0.424,Raigarh,India,21.70N,83.94E
2004-11-01,22.529,0.20199999999999999,Raigarh,India,21.70N,83.94E
2004-12-01,20.247,0.217,Raigarh,India,21.70N,83.94E
2005-01-01,20.463,0.415,Raigarh,India,21.70N,83.94E
2005-02-01,24.268,0.317,Raigarh,India,21.70N,83.94E
2005-03-01,28.555,0.316,Raigarh,India,21.70N,83.94E
2005-04-01,31.524,0.387,Raigarh,India,21.70N,83.94E
2005-05-01,34.078,0.526,Raigarh,India,21.70N,83.94E
2005-06-01,33.356,0.32,Raigarh,India,21.70N,83.94E
2005-07-01,27.748,0.311,Raigarh,India,21.70N,83.94E
2005-08-01,27.845,0.266,Raigarh,India,21.70N,83.94E
