1.99704E+11,1997,4,1,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip,Unknown,31.356553,34.326901,4,0,,,1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,14,Private Citizens & Property,69,Religion Identified,,Jewish settlement Nezarim,97,Israel,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,1,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,13,Suicide (carried bodily by human being),,,,,,,,,,,,,Bomb,1,,1,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99704E+11,1997,4,1,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip,Unknown,31.356553,34.326901,4,0,,,1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,,,,Jewish settlement Kfar Darom,97,Israel,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,1,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,13,Suicide (carried bodily by human being),,,,,,,,,,,,,Bomb,1,,1,5,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99704E+11,1997,4,1,,0,,156,Panama,2,Central America & Caribbean,,Titina Tiwar,8.750039,-77.616676,1,0,,,1,1,1,0,,,1,1,0,9,Unknown,,,,,14,Private Citizens & Property,72,Farmer,,Farmer,156,Panama,,,,,,,,,,,,,,,,,Columbia PM,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199704010004, 199704010005"
1.99704E+11,1997,4,1,,0,,156,Panama,2,Central America & Caribbean,,Titina Tiwar,8.750039,-77.616676,1,0,,,1,1,1,0,,,1,1,0,9,Unknown,,,,,14,Private Citizens & Property,72,Farmer,,Farmer,156,Panama,,,,,,,,,,,,,,,,,Columbia PM,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199704010005, 199704010004"
1.99704E+11,1997,4,1,,0,,183,South Africa,11,Sub-Saharan Africa,KwaZulu-Natal,Fredville,-29.690945,30.671688,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,20,Unknown,,,,unk,183,South Africa,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99704E+11,1997,4,1,,0,,205,Thailand,5,Southeast Asia,,Bangkok,13.727896,100.524123,1,0,,,1,1,1,-9,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,,Shop,205,Thailand,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99704E+11,1997,4,1,,0,,209,Turkey,10,Middle East & North Africa,Diyarbakir,Diyarbakir,37.914554,40.228553,1,0,,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,Villagers,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers' Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,Turkey,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.99704E+11,1997,4,1,,0,,222,Venezuela,3,South America,Apure,Unknown,6.926948,-68.524715,4,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Govt,army patrol boats,222,Venezuela,,,,,,,,,,,,,,,,,National Liberation Army of Colombia (ELN),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,2,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,0,1,
1.99704E+11,1997,4,2,,0,,123,Mali,11,Sub-Saharan Africa,Timbuktu,Ber,16.840216,-2.523311,1,0,,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,,Villiage,123,Mali,,,,,,,,,,,,,,,,,Tuareg extremists,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,2,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99704E+11,1997,4,2,,0,,130,Mexico,1,North America,,Mexico City,19.432608,-99.133207,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,U/I Male,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,2,,,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,Knife,0,,,1,1,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
