1.99508E+11,1995,8,11,,0,,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,92,India,,,,,,,,,,,,,,,,,Muslim Separatists,,,,,,,1,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,7,Grenade,,,,,,,,,,,,,Grenade,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99508E+11,1995,8,12,,0,,153,Pakistan,6,South Asia,North-West Frontier Province,Peshawar,34.009667,71.579994,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Frontier Corps,Militiamen,153,Pakistan,,,,,,,,,,,,,,,,,Tanzeem Ittehad - I - Ulema Qabail (Tiuq)Tribesmen,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,9,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99508E+11,1995,8,12,,0,,160,Philippines,5,Southeast Asia,Lanao del Sur,Calanogas,7.750031,124.099817,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,107,Electricity,National Power Corp,Wooden Power Pole,160,Philippines,,,,,,,,,,,,,,,,,Muslim Guerrillas,,,,,,,0,,,0,,,,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,Saw,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99508E+11,1995,8,12,,0,,160,Philippines,5,Southeast Asia,Lanao del Sur,Ramain,7.97165,124.352811,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,National Power Corp,Power Pylon,160,Philippines,,,,,,,,,,,,,,,,,Muslim Guerrillas,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99508E+11,1995,8,12,,0,,222,Venezuela,3,South America,Lara,Barquisimeto,10.063506,-69.334722,1,0,,,1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Social Christian Party (COPCI),COPCI Rolly in Bulivarian Dome,222,Venezuela,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,2,Chemical,,,,,,,,,,,,,,,Tear gas,0,,,28,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99508E+11,1995,8,12,,0,,6,Algeria,10,Middle East & North Africa,,Saoula,36.70456,3.02462,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,,Female Journalist,6,Algeria,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99508E+11,1995,8,12,,0,,6,Algeria,10,Middle East & North Africa,,Souidania,36.707684,2.91022,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,,Post Office,6,Algeria,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,15,Vehicle,,,,,,,,,,,,,Car bomb,0,,,12,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99508E+11,1995,8,12,,0,,45,Colombia,3,South America,Antioquia,Apartado,7.882318,-76.630626,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,2,Restaurant/Bar/Café,Business,La Campesina Bar,45,Colombia,,,,,,,,,,,,,,,,,Commandos for A Popular alternative,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,6,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.99508E+11,1995,8,12,,0,,45,Colombia,3,South America,Antioquia,Carepa,7.75809,-76.65758,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,2,Restaurant/Bar/Café,business,Bar (?),45,Colombia,,,,,,,,,,,,,,,,,Commandos for A Popular alternative,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,7,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.99508E+11,1995,8,12,,0,,45,Colombia,3,South America,Antioquia,Turbo,8.09242,-76.72738,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,2,Restaurant/Bar/Café,business,U/I Bar (/),45,Colombia,,,,,,,,,,,,,,,,,Commandos for A Popular alternative,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,7,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
