1.99402E+11,1994,2,2,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip,Gaza,31.522561,34.453593,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,68,Named Civilian,Israeli collaborator,Jamal al-Jammali,155,West Bank and Gaza Strip,,,,,,,,,,,,,,,,,Palestine Liberation Organization (PLO),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,
1.99402E+11,1994,2,3,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,19,Transportation,99,Bus (excluding tourists),Unknown,Bus carrying relatives of Irish nationalist prisoners,216,Great Britain,,,,,,,,,,,,,,,,,Ulster Volunteer Force (UVF),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,0,,,3,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,1,1,
1.99402E+11,1994,2,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.893379,67.028061,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,19,Transportation,99,Bus (excluding tourists),Unknown,Commercial Bus,153,Pakistan,,,,,,,,,,,,,,,,,Muttahida Qami Movement (MQM),Mohajir Qaumi Movement,,,,,,1,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,1,,,2,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.99402E+11,1994,2,3,,0,,16,Azerbaijan,7,Central Asia,,Baku,40.43495,49.867623,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100,Train/Train Tracks/Trolley,Railway,Train Nr. 660,167,Russia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,3,,,7,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.99402E+11,1994,2,3,,0,,183,South Africa,11,Sub-Saharan Africa,North West,Ottosdal,-26.801674,26.000789,1,0,,,1,0,1,1,3,Intra/Inter-group Conflict,0,1,0,3,Bombing/Explosion,,,,,22,Violent Political Party,110,Party Office/Facility,African National Congress (ANC),Office,183,South Africa,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,2,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99402E+11,1994,2,3,,0,,45,Colombia,3,South America,Antioquia,Medellin,6.270526,-75.572173,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,unknown,english language study center,45,Colombia,,,,,,,,,,,,,,,,,National Liberation Army of Colombia (ELN),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.99402E+11,1994,2,3,,0,,45,Colombia,3,South America,Antioquia,Medellin,6.270526,-75.572173,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,unknown,german language study center,45,Colombia,,,,,,,,,,,,,,,,,National Liberation Army of Colombia (ELN),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.99402E+11,1994,2,3,,0,,45,Colombia,3,South America,Antioquia,Medellin,6.270526,-75.572173,1,0,,,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Citibank,headquarters,217,United States,,,,,,,,,,,,,,,,,National Liberation Army of Colombia (ELN),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.99402E+11,1994,2,3,,0,,45,Colombia,3,South America,Antioquia,Medellin,6.270526,-75.572173,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,11,Entertainment/Cultural/Stadium/Casino,unknown,travel agency,45,Colombia,,,,,,,,,,,,,,,,,National Liberation Army of Colombia (ELN),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.99402E+11,1994,2,3,,0,,45,Colombia,3,South America,Antioquia,Medellin,6.270526,-75.572173,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,unknown,U.S.-owned Bakery,217,United States,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
