1.98112E+11,1981,12,20,,0,,83,Guatemala,2,Central America & Caribbean,,Guatemala City,14.624422,-90.53288,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,,"third corps, national police",83,Guatemala,,,,,,,,,,,,,,,,,Guerrilla Army of the Poor (EGP),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Rocket,2,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.98112E+11,1981,12,20,,0,,83,Guatemala,2,Central America & Caribbean,,Yalpemech,15.95,-90.116667,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,,military unit,83,Guatemala,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,9,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98112E+11,1981,12,20,,0,,145,Nicaragua,2,Central America & Caribbean,,Rivas,11.433333,-85.833333,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military,post,145,Nicaragua,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Nicaragua (FARN),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,,,,,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.98112E+11,1981,12,20,,0,,145,Nicaragua,2,Central America & Caribbean,,Diriamba,,,5,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,military,post,145,Nicaragua,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Nicaragua (FARN),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,2,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.98112E+11,1981,12,20,,0,,145,Nicaragua,2,Central America & Caribbean,,San Canios,,,5,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,31,Military Aircraft,,helicopter (military helicopter),145,Nicaragua,,,,,,,,,,,,,,,,,Contras,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,0,,,6,,,1,3,Minor (likely < $1 million),10000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98112E+11,1981,12,20,,0,,185,Spain,8,Western Europe,Basque Country,Donostia-San Sebastian,43.320812,-1.984447,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,,Military Firing Range,185,Spain,,,,,,,,,,,,,,,,,Basque Fatherland and Freedom (ETA),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,0,,,0,,,1,3,Minor (likely < $1 million),5000,,1,2,0,2,0,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,
1.98112E+11,1981,12,20,,0,,83,Guatemala,2,Central America & Caribbean,,Guatemala City,14.624422,-90.53288,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,7,Government (Diplomatic),46,Embassy/Consulate,Salvadoran Consulate,"7th Ave+6th Street, Zone 9",61,El Salvador,,,,,,,,,,,,,,,,,Roque Dalton Commando,,,,,,,0,,,0,8,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,0,1,1,
1.98112E+11,1981,12,21,,0,,83,Guatemala,2,Central America & Caribbean,,Guatemala City,14.624422,-90.53288,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,,Bank of Coffee (Banco de Cafe),83,Guatemala,,,,,,,,,,,,,,,,,Guerrilla Army of the Poor (EGP),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,"Damages: estimated at 1,000,000 plus (currency not specified)",0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.98112E+11,1981,12,21,,0,,83,Guatemala,2,Central America & Caribbean,,Guatemala City,14.624422,-90.53288,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,,Industrial Chamber of Guatemala Bldg,83,Guatemala,,,,,,,,,,,,,,,,,Guerrilla Army of the Poor (EGP),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,2,,,1,2,Major (likely > $1 million but < $1 billion),1000000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.98112E+11,1981,12,21,,0,,61,El Salvador,2,Central America & Caribbean,,San Agustin,13.43204,-88.592239,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,,Military Patrol,61,El Salvador,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,2,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
