1.98001E+11,1980,1,25,,0,,61,El Salvador,2,Central America & Caribbean,,San Salvador,13.69288,-89.199161,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Police,Police Detectives,61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),People's Liberation Forces (FPL),,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,2,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.98001E+11,1980,1,25,,0,,61,El Salvador,2,Central America & Caribbean,,San Cayetano Istepeque,13.649784,-88.808797,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,San Cayetano Istepeque,"Isabel Flores Mejia, Mayor",61,El Salvador,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearms,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98001E+11,1980,1,25,,0,,98,Italy,8,Western Europe,Liguria,Genoa,44.407062,8.933989,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Genoa Police (Carabineri),"Corporal Antonio Casu, police agent",98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,,0,,,0,5,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Automatic pistol,1,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.98001E+11,1980,1,25,,0,,185,Spain,8,Western Europe,Basque Country,Vergara,43.118217,-2.413358,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Vergara,"Luis Dominguez Jimenez, gravedigger",185,Spain,,,,,,,,,,,,,,,,,Basque Fatherland and Freedom (ETA),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,
1.98001E+11,1980,1,25,,0,,217,United States,1,North America,Georgia,Atlanta,33.748315,-84.391109,1,0,,,1,1,1,-9,,,0,1,0,4,Hijacking,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),"Delta Airlines, Lockheed LA-1011",,217,United States,,,,,,,,,,,,,,,,,Black American Moslems,,,,,,,0,,,0,1,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,0,,,0,,,0,,,,,1,-99,0,,,"Cuba, Havana","Cuba, Havana",1,0,,,,,,,,,,,,PGIS,0,0,0,0,
1.98001E+11,1980,1,25,,0,,61,El Salvador,2,Central America & Caribbean,,San Salvador,13.69288,-89.199161,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Central Committe of the Nationalist Democratic Un*,offices,61,El Salvador,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,0,,,2,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98001E+11,1980,1,25,,0,,183,South Africa,11,Sub-Saharan Africa,Gauteng,Pretoria,-25.746096,28.186455,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,,Valkskaas merchant bank,183,South Africa,,,,,,,,,,,,,,,,,African National Congress (South Africa),,,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,6,Explosives/Bombs/Dynamite,7,Grenade,,,,,,,,,Automatic firearm; Grenades,5,,3,17,,,1,,,,,1,-99,0,,,,,1,1200000,,,,,7,Unknown,-99,,,,,PGIS,0,0,0,0,
1.98001E+11,1980,1,25,,0,,61,El Salvador,2,Central America & Caribbean,,Mexicanos,13.733353,-89.216671,1,0,,,0,1,1,1,2,Other Crime Type,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,68,Named Civilian,,"Ana Mercedes Hernandez Figueroa, 16",61,El Salvador,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,2,,,,,,0,,,,,1,1,0,,,,El Salvador,1,0,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98001E+11,1980,1,26,,0,,94,Iran,10,Middle East & North Africa,Khuzestan,Unknown,30.903063,48.505725,4,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,21,Utilities,108,Oil,,2 oil pipelines,94,Iran,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.98001E+11,1980,1,26,,0,,98,Italy,8,Western Europe,Lazio,Rome,41.89052,12.494249,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,22,"Police Building (headquarters, station, school)",,police barracks,98,Italy,,,,,,,,,,,,,,,,,Autonomy (Italy),Trotskyite Group,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.98001E+11,1980,1,26,,0,,98,Italy,8,Western Europe,Lazio,Rome,41.89052,12.494249,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,22,"Police Building (headquarters, station, school)",,police barracks,98,Italy,,,,,,,,,,,,,,,,,Autonomy (Italy),Trotskyite Group,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
