1.99101E+11,1991,1,9,,0,,45,Colombia,3,South America,Antioquia,Itagui,6.17215,-75.609571,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,6 persons,45,Colombia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,6,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99101E+11,1991,1,9,,0,,153,Pakistan,6,South Asia,Punjab,Unknown,31.090612,72.35952,4,1,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Islamic Democratic Alliance,Son-in-law of candidate,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99101E+11,1991,1,9,,0,,185,Spain,8,Western Europe,Basque Country,Bilbao,43.256963,-2.923441,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,68,Named Civilian,,Isidro Jimenez Costa,185,Spain,,,,,,,,,,,,,,,,,Basque Fatherland and Freedom (ETA),,,,,,,1,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,15,Vehicle,,,,,,,,,,,,,Explosive,1,,,3,,,1,3,Minor (likely < $1 million),10000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,
1.99101E+11,1991,1,9,,0,,45,Colombia,3,South America,Magdalena,San Pedro de la Sierra,10.89402,-74.09978,2,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,22,"Police Building (headquarters, station, school)",Police,Station,45,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.99101E+11,1991,1,9,,0,,61,El Salvador,2,Central America & Caribbean,,Cerro Boticon,,,5,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,0,,,3,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.99101E+11,1991,1,10,,0,,61,El Salvador,2,Central America & Caribbean,Usulut‡n,Unknown,13.447063,-88.556531,4,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,19,Transportation,99,Bus (excluding tourists),,Bus,61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),30000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.99101E+11,1991,1,10,,0,,61,El Salvador,2,Central America & Caribbean,,San Salvador,13.69288,-89.199161,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military,Armed Forces Bldg under construction,61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.99101E+11,1991,1,10,,0,,61,El Salvador,2,Central America & Caribbean,,Unknown,13.586201,-88.750773,4,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,,Utility pole,61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"199101100003, 199101100004, 199101100005, 199101100006, 199101100007"
1.99101E+11,1991,1,10,,0,,61,El Salvador,2,Central America & Caribbean,,Unknown,13.586201,-88.750773,4,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,,Utility pole,61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"199101100004, 199101100003, 199101100005, 199101100006, 199101100007"
1.99101E+11,1991,1,10,,0,,61,El Salvador,2,Central America & Caribbean,,Jocoro,13.61177,-88.026466,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,,Utility pole,61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"199101100005, 199101100003, 199101100004, 199101100006, 199101100007"
1.99101E+11,1991,1,10,,0,,61,El Salvador,2,Central America & Caribbean,,Jocoro,13.61177,-88.026466,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,,Utility pole,61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"199101100006, 199101100003, 199101100004, 199101100005, 199101100007"
1.99101E+11,1991,1,10,,0,,61,El Salvador,2,Central America & Caribbean,,Jocoro,13.61177,-88.026466,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,,Utility pole,61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"199101100007, 199101100003, 199101100004, 199101100005, 199101100006"
1.99101E+11,1991,1,10,,0,,69,France,8,Western Europe,Unknown,Unknown,,,5,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,,Holiday (vacation) home,69,France,,,,,,,,,,,,,,,,,Iparretarrak (IK),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),10000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,
1.99101E+11,1991,1,10,,0,,69,France,8,Western Europe,Unknown,Unknown,,,5,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,,,,Real Estate Agency Office,69,France,,,,,,,,,,,,,,,,,Iparretarrak (IK),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),20000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,"199101100009, 199101100010, 199101100011"
1.99101E+11,1991,1,10,,0,,69,France,8,Western Europe,Unknown,Unknown,,,5,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,,,,Real Estate Agency Office,69,France,,,,,,,,,,,,,,,,,Iparretarrak (IK),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),20000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,"199101100010, 199101100009, 199101100011"
1.99101E+11,1991,1,10,,0,,69,France,8,Western Europe,Unknown,Unknown,,,5,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,,,,Real Estate Agency Office,69,France,,,,,,,,,,,,,,,,,Iparretarrak (IK),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),20000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,"199101100011, 199101100009, 199101100010"
1.99101E+11,1991,1,10,,0,,69,France,8,Western Europe,Unknown,Unknown,,,5,0,,,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,,,,Real estate agency,69,France,,,,,,,,,,,,,,,,,Iparretarrak (IK),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,
1.99101E+11,1991,1,10,,0,,78,Greece,8,Western Europe,Attica,Athens,37.97918,23.716647,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,,Department Store,78,Greece,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,4,,,0,,,1,3,Minor (likely < $1 million),400000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99101E+11,1991,1,10,,0,,78,Greece,8,Western Europe,Attica,Athens,37.97918,23.716647,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,19,Transportation,99,Bus (excluding tourists),Police,Bus,78,Greece,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),20000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99101E+11,1991,1,10,,0,,78,Greece,8,Western Europe,Attica,Athens,37.97918,23.716647,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,19,Transportation,99,Bus (excluding tourists),Police,Bus,78,Greece,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),20000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99101E+11,1991,1,10,,0,,97,Israel,10,Middle East & North Africa,Jerusalem,Jerusalem,31.766496,35.21172,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",U.S. State Department,U.S. Diplomat's Vehicle,217,United States,,,,,,,,,,,,,,,,,Palestinians,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),20000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
1.99101E+11,1991,1,10,,0,,153,Pakistan,6,South Asia,Punjab,Rawalpindi,33.600399,73.043426,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,8,Hotel/Resort,,hotel,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99101E+11,1991,1,10,,0,,153,Pakistan,6,South Asia,Punjab,Jhang,31.276847,72.32133,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Pakistan National Assembly,"Member, Maulana Esarul Qasmi *",153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99101E+11,1991,1,10,,0,,174,Senegal,11,Sub-Saharan Africa,Unknown,Unknown,,,5,1,,,1,0,1,1,3,Intra/Inter-group Conflict,0,1,0,1,Assassination,,,,,17,Terrorists/Non-State Militia,93,Terrorist,Rebel group name unknown,Leader Hilarion Tendeng,195,Sudan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
